"Preparare il report trimestrale entro venerdì",lavoro
"Devo finire la presentazione per il cliente Rossi",lavoro
"Chiamare Marco per confermare la riunione di martedì alle 15",lavoro
"Rispondere alle email arretrate prima di pranzo",lavoro
"Ricordarmi di inviare il preventivo a Bianchi Spa",lavoro
"Aggiornare il file Excel con i dati di vendita di ottobre",lavoro
"Prenotare la sala riunioni per il kickoff del progetto Atlas",lavoro
"Fissare un appuntamento col commercialista per le fatture",lavoro
"Rivedere la bozza del contratto prima dell'invio al cliente",lavoro
"Organizzare la trasferta a Milano per la fiera di settembre",lavoro
"Mandare il follow-up dopo la call con il fornitore",lavoro
"Compilare il timesheet della settimana entro oggi",lavoro
"Parlare con il capo del budget per il prossimo trimestre",lavoro
"Sistemare la slide finale della presentazione per il board",lavoro
"Devo caricare i documenti sul portale entro le 18",lavoro
"Ricontrollare i numeri del bilancio prima della riunione con i soci",lavoro
"Scrivere il verbale della riunione di ieri e inviarlo al team",lavoro
"Contattare l'agenzia viaggi per il volo a Berlino",lavoro
"Finire il modulo di onboarding per il nuovo collega",lavoro
"Preparare le domande per il colloquio di giovedì mattina",lavoro
"Aggiornare il CRM con i contatti raccolti alla fiera",lavoro
"Inviare la fattura numero 234 entro fine mese",lavoro
"Rivedere il codice del progetto Phoenix prima del rilascio",lavoro
"Chiedere a Laura i dati aggiornati per il report mensile",lavoro
"Confermare la partecipazione al webinar di formazione interna",lavoro
"Preparare l'agenda per la riunione di team di lunedì",lavoro
"Sistemare il calendario condiviso con le ferie del reparto",lavoro
"Devo fare il backup dei file prima della migrazione server",lavoro
"Rispondere al cliente che ha scritto per il reclamo",lavoro
"Ricordarmi di stampare i badge per l'evento aziendale",lavoro
"Finalizzare il piano marketing per il lancio del prodotto",lavoro
"Chiamare l'IT per il problema con la stampante di reparto",lavoro
"Approvare le ferie richieste dal team entro venerdì",lavoro
"Rivedere il curriculum dei candidati per il colloquio di domani",lavoro
"Aggiornare la roadmap del progetto sul tool interno",lavoro
"Mandare il promemoria alla riunione delle 10 con il fornitore",lavoro
"Preparare i materiali per la formazione dei nuovi assunti",lavoro
"Controllare lo stato di avanzamento del progetto con il PM",lavoro
"Devo firmare i documenti per il nuovo contratto di locazione ufficio",lavoro
"Organizzare la cena aziendale di fine anno con il team",lavoro
"Verificare le note spese prima di consegnarle all'amministrazione",lavoro
"Rispondere al recruiter di LinkedIn per la posizione aperta",lavoro
"Fare il punto con Giulia sullo stato del progetto Nova",lavoro
"Ricordarmi di rinnovare la licenza software entro fine mese",lavoro
"Preparare le slide per lo stand-up di domani mattina",lavoro
"Chiedere un chiarimento al cliente sui requisiti del progetto",lavoro
"Inviare il report settimanale al direttore entro le 17",lavoro
"Fissare la videochiamata con il team di Londra",lavoro
"Devo controllare i turni del personale per la prossima settimana",lavoro
"Aggiornare la documentazione tecnica dopo l'ultima release",lavoro
"Preparare la nota per il consiglio di amministrazione",lavoro
"Rivedere insieme al collega le metriche del sito la settimana scorsa",lavoro
"Chiamare il fornitore per sollecitare la consegna del materiale",lavoro
"Mandare il calendario riunioni aggiornato a tutto il team entro domani",lavoro
"Ricordarmi di compilare la valutazione annuale dei dipendenti",lavoro
"Sistemare la cartella condivisa con i file del progetto Delta",lavoro
"Rispondere alla mail del capo riguardo la riorganizzazione del reparto",lavoro
"Preparare il pitch per i nuovi investitori entro giovedì",lavoro
"Finire la traduzione del manuale prodotto per il cliente estero",lavoro
"Controllare che il pagamento del fornitore sia stato registrato",lavoro
"Organizzare il trasloco della postazione al terzo piano",lavoro
"Fare il debrief con il team dopo la demo al cliente",lavoro
"Devo rivedere le policy aziendali sullo smart working",lavoro
"Chiedere al collega di condividere i file della presentazione",lavoro
"Preparare l'analisi di mercato per la riunione strategica",lavoro
"Ricordarmi di aggiornare la firma email con il nuovo ruolo",lavoro
"Verificare lo stato dei ticket aperti sul progetto Titan",lavoro
"Confermare l'ordine dei nuovi computer con l'ufficio acquisti",lavoro
"Preparare i test di regressione prima del deploy in produzione",lavoro
"Scrivere il feedback per la valutazione trimestrale di Andrea",lavoro
"Devo rileggere il documento legale prima di firmarlo",lavoro
"Contattare l'ufficio HR per il congedo parentale",lavoro
"Fissare un incontro con il nuovo cliente per la settimana prossima",lavoro
"Aggiornare il piano dei costi del progetto entro mercoledì",lavoro
"Ricordarmi la scadenza per l'invio del bilancio consuntivo",lavoro
"Preparare le domande per l'intervista al giornale di settore",lavoro
"Sistemare la presentazione con i loghi aggiornati del brand",lavoro
"Rispondere al fornitore riguardo lo sconto sulla fornitura annuale",lavoro
"Devo organizzare la formazione sulla sicurezza per il nuovo staff",lavoro
"Chiamare l'amministrazione per il rimborso delle spese di trasferta",lavoro
"Preparare il report sui KPI del trimestre per la direzione",lavoro
"Finire di caricare le fatture sul gestionale entro oggi",lavoro
"Ricordarmi di confermare la sala per il colloquio di venerdì",lavoro
"Rivedere insieme al team legale le clausole del nuovo contratto",lavoro
"Mandare l'invito calendario per la riunione con il cliente tedesco",lavoro
"Sistemare gli accessi al sistema per il nuovo stagista",lavoro
"Controllare le performance della campagna pubblicitaria di questo mese",lavoro
"Preparare il documento di sintesi per l'audit interno",lavoro
"Devo confermare la data del lancio con il team di prodotto",lavoro
